theme,tweets
AdvocateForGreenEnergy,They want to shut us out of solving the climate crisis? Nope. WE ARE the climate majority. And we’re writing our own story.
AdvocateForGreenEnergy,Combating the climate crisis requires responsibly sourced metals. We can safely mine them in Minnesota.
GreenPowerExpensive,"CALL Josh Harder: (209) 579-5458 and tell them to oppose Pelosi’s socialist spending spree.

❌ Largest tax increase in more than 50 years

❌ Higher taxes on millions of small businesses

❌ Decreased wages and household income

❌ Rising costs for household goods like gas & groceries. "
GreenPowerExpensive,Energy efficiency is the quickest and cheapest way to meet our energy needs while also helping Floridians save money on their power bills … But Florida’s outdated practices take true efficiency off the table. Urge state regulators to update Florida’s policies!
ClimateActionDonation,"🆘𝐒𝐭𝐨𝐩 𝐬𝐜𝐫𝐨𝐥𝐥𝐢𝐧𝐠. We’re quickly running out of time to address the climate crisis!

𝐌𝐀𝐓𝐂𝐇 𝐘𝐎𝐔𝐑 𝐆𝐈𝐅𝐓: 𝐃𝐨𝐧𝐚𝐭𝐞 𝐫𝐢𝐠𝐡𝐭 𝐧𝐨𝐰 𝐚𝐧𝐝 𝐃𝐎𝐔𝐁𝐋𝐄 𝐲𝐨𝐮𝐫 𝐠𝐢𝐟𝐭 𝐭𝐨 𝐬𝐚𝐯𝐞 𝐨𝐮𝐫 𝐩𝐥𝐚𝐧𝐞𝐭 𝐟𝐫𝐨𝐦 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞!"
ClimateActionDonation,"𝐀𝐂𝐓𝐈𝐎𝐍 𝐑𝐄𝐐𝐔𝐄𝐒𝐓𝐄𝐃: 𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐬𝐢𝐠𝐧 𝐨𝐮𝐫 𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 𝐭𝐨 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐰𝐡𝐚𝐥𝐞𝐬?
 
Plastic debris kills more than 100,000 marine mammals like whales each year — and 99% of plastic production is powered by the fossil fuel industry. We’re calling for immediate action to demand the plastic and fossil fuel industries stop putting profits before the health of our oceans and the wildlife and communities that rely on them, but we still need 2,160 more people to sign our petition before midnight. Please add your name >>. "
GreenEnergyWorks,"The cement and concrete industry is releasing a roadmap to achieve carbon neutrality across the entire value chain by 2050. 

Sign up for updates at shapedbyconcrete.com."
GreenEnergyWorks,"A newly-released report found that wind installations have risen nearly three times in the United States over the last 10 years, and wind alone now generates enough electricity to power 31 million homes. See more highlights from the last decade of growth in the renewable energy industry:. "
AdvocateForGreenEnergyPoliticalAction,"After decades of inaction, we're running out of time to address climate change. But so far, Illinois legislators have refused to do anything about it. It's time to pass the Governor's climate and equity proposal."
AdvocateForGreenEnergyPoliticalAction,"Key takeaway from the U.N climate report: Cutting methane emissions is the fastest way to slow the rate of warming, water scarcity and more intense storms."
