theme	tweets
AntiGunBan	"🔴 Amy Klobuchar just gave a RINGING ENDORSEMENT of H.R.1: “𝐈𝐭 𝐰𝐨𝐮𝐥𝐝 𝐟𝐮𝐧𝐝𝐚𝐦𝐞𝐧𝐭𝐚𝐥𝐥𝐲 𝐢𝐦𝐩𝐫𝐨𝐯𝐞 𝐨𝐮𝐫 𝐝𝐞𝐦𝐨𝐜𝐫𝐚𝐜𝐲 𝐛𝐲 𝐩𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐧𝐠 𝐯𝐨𝐭𝐢𝐧𝐠 𝐫𝐢𝐠𝐡𝐭𝐬, 𝐬𝐞𝐜𝐮𝐫𝐢𝐧𝐠 𝐨𝐮𝐫 𝐞𝐥𝐞𝐜𝐭𝐢𝐨𝐧 𝐬𝐲𝐬𝐭𝐞𝐦𝐬, 𝐚𝐧𝐝 𝐠𝐞𝐭𝐭𝐢𝐧𝐠 𝐝𝐚𝐫𝐤 𝐦𝐨𝐧𝐞𝐲 𝐨𝐮𝐭 𝐨𝐟 𝐨𝐮𝐫 𝐜𝐚𝐦𝐩𝐚𝐢𝐠𝐧 𝐬𝐲𝐬𝐭𝐞𝐦𝐬.”

BUT: Mitch McConnell and his corrupt Republicans announced they’re going ALL IN to kill this bill in the Senate.

So we’re power-fundraising to hit 25,000 donations today to pressure the Senate to pass the For the People Act. If we fall short, McConnell will be THRILLED! . Do not delay, rush $10 NOW >>. "
AntiGunBan	Will you give $25 today to support re:power alumni working on important issues across the country? Organizing is the through-line connecting movement-building to winning elections. 
AntiWoke	"NYGOP Chairman Nick Langworthy Takes “Just Say No” Tour to Elmira. He is joined by Local Officials in Opposition to November Ballot Proposals Threatening Election Integrity. #JustSayNoNY

New York State Senator Tom O'Mara
Tom O'Mara for Senate
Assemblyman Chris Friend
Chemung County Republican Committee. "
AntiWoke	"“Kim McCarthy owes us an apology.”
Kim McCarthy, the township trustee candidate, refused to stand for the American Flag and recite the Pledge.

She took a knee at a public meeting in full view of everyone there. 

The late  Supreme Court Justice spoke about this. Kim McCarthy should read this. 

The liberal Supreme Court Justice Ruth Bader Ginsburg would say McCarthy was ridiculous. 

McCarthy needs to apologize to everyone for her horrible action.

""Not standing for the anthem shows a “contempt for a government that has made it possible for their parents and grandparents to live a decent life … Which they probably could not have lived in the places they came from … as they became older, they realize that this was youthful folly. And that’s why education is important,” Supreme Court Justice Ruth Bader Ginsburg told Katie Couric at the time. 

“I think it’s a terrible thing to do, but I wouldn’t lock a person up for doing it. 

I would point out how ridiculous it seems to me to do such an act.” RUTH BADER GINSBURG

Kim McCarthy should never hold public office and hold power over our community."
ProtectEnvironment	"EDF Action's Colorado Climate Team held a great event this weekend with Defend Our Future to highlight the need for bold climate action!

Thank you Senator Michael Bennet for speaking at the event and energizing our volunteers to keep advocating for the clean economy we need."
ProtectEnvironment	"Should Big Tech have the power to control what we see, hear...and even think? 
Sign our petition & stand up to Big Tech."
CleanEnergyWorks	We recently sat down with small business owners on the South Side of Chicago to learn more about what Illinois is doing to support small, community-based clean energy companies. The short answer: not enough.
CleanEnergyWorks	Not all forms of clean energy are made equal. Tell lawmakers to focus on the best solutions for Michigan!
ActionAgainstDemSpending	"The reconciliation package is loaded with pork-barrel spending and sweeping policy changes. 

Many of these provisions include incredibly expensive and harmful anti-energy policies that will cripple our economy, increase our dependence on foreign oil, and increase the cost of living, especially for the poorest Americans."
ActionAgainstDemSpending	Now more than ever, Michiganders rely on the affordability of natural gas. Contact your member of Congress and make sure they know to vote no on higher energy costs.
IndigenousAndBlackAdvocacy	"Juan Carlos Cerda, Director of the Texas Business Immigration Coalition (TBIC), joins Orlando and Andrea on TLC Live!. Listen to a fascinating conversation about immigration policy and dreamers.

For more information about Juan Carlos and the American Business Immigration Coalition, visit http://abic.us/. or https://www.texasbic.biz."
IndigenousAndBlackAdvocacy	"Tatiana Ibrahim is a regular mom who loves her kids, God and country too much to watch them be indoctrinated at school. She's organizing to end the teaching of Critical Race Theory (CRT). Andrea and Orlando speak with Tatiana about what she has learned and how she began to speak up against CRT in her kids' schools.

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
PassBidenAct	Thank you Senators Dick Durbin and Tammy Duckworth for creating jobs and tackling climate change here in Illinois.
AntiOilPolitician	NEW: The DOE commits $162M to funding SuperTruck 3, a huge step for getting to net zero carbon emissions with requirements that aim to boost equity.
AntiPropertyTax	"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. "
ProUSOilIndustry	"""I think the reason we’re seeing the Permian produce so much is you get your best rate of return for drilling here in the Permian versus in the Dakotas, Eagle Ford, offshore, Gulf of Mexico,"" Edwards said.

https://www.newswest9.com/article/news/local/record-oil-production-december/513-98ba0de5-b5be-43f9-992c-b678ddcb65c4. "
ProtectRivers	Your legislator, Representative Marc Catlin, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses ongoing court cases, Poland's warning message, where is California Governor Gavin Newsom and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Alison Furno, Emri Moore, and Blake Marnell AKA Brick Suit who will talk about the lack of humor in America today, the America Last agenda, Alec Baldwin & play 'Law or Nah.'

Breakaway host Jon Root sits down with International Slam Dunk Champ Kenny Dobbs to talk about the state of the NBA & streetball culture and watch RELOADED with Paige Roux as she covers traveling with firearms. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the 'concert from Hell,' Aaron Rodgers 'un-juiced' drama, gives us a hot take Tuesday, and more!

#AmericaLast #Police #BigGovSucks. "
EVCharging	As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 
