theme	tweets
AntiGunBan	"Yesterday, our democracy stood strong against the Democrats’ partisan power grab that failed to pass the Senate. This sweeping election reform bill was never about “voting rights” like Democrats claimed, it was about one party taking control of our country instead of American voters.

The “For the People Act” would have weakened the security of our elections, banned voter ID laws, and used your tax dollars to fund political campaigns. The radical left has been pushing the lie that this bill is necessary election reform, but Americans know better.

Thank you to the Republican Senators who voted to defend our democracy from being eroded into a partisan and D.C. controlled mess.

While this horrible legislation failed, the fight to protect our elections is not over. We must continue to defend our voting rights and pass legislation that strengthens our democracy instead of weakening it."
AntiGunBan	"Joe Biden promised he had a plan to “shut down the virus.” He lied and he failed. Now he wants to shut down businesses. 

Biden’s coercive tactics are un-American, unconstitutional, and won’t work to actually get people vaccinated. Biden and his administration conceded as much.The reason vaccination rates have stalled is because of Joe Biden.
*    He sowed doubt about the vaccine during the campaign – he never apologized.
*    He lied about who developed the vaccine as president.
*    He insulted Americans with questions about the vaccine.

Now, after he has been exposed as a failure and a liar, he has embraced coercive authoritarian tactics. Here are just a few of the lines from his draconian speech:

*    He came out against “freedom or personal choice.”
*    He threatened to get elected state leaders ""out of the way” if they don’t cooperate.
*    He hurried from questions, refusing to answer if his orders are constitutional.

You can be pro-vaccine but anti-coercion. This is America. We believe in freedom and personal choice, and we reject hypocritical wannabe tyrants drunk on power and desperately trying to distract from their own failures."
EnvironmentalConservation	We know the power of financial advocacy to protect sacred places like the Arctic National Wildlife Refuge -- where every major American and Canadian bank has ruled out funding drilling projects. Now we must use it to help #StopLine3. Take action now!
EnvironmentalConservation	New Mexico public workers: join the fight for fair pay. Send an email to the governor supporting a $15 minimum wage.
SchoolBoardFinances/GasInfrastructure	Democrats seem to have it out for Indiana's working families. With their climate change restrictions, they're skyrocketing the cost of gas. Our budgets can't handle the stress and these careless restrictions need to end.
SchoolBoardFinances/GasInfrastructure	FYI – Government-Controlled Power comes with a price tag of $13,500,000,000. Get the facts: www.maineaffordableenergy.org. 
AntiGridDeregulation/PoliticalActionAds	"We need all Patriots to help us Restore Virginia.

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, July 17th, 2021 in Lexington , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;
The Biggest Lie in Politics - and how the political class uses your convictions against you;
How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and
How to put pressure on legislators.
All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, July 17th, 2021 in Lexington , VA. We’ll even throw in lunch."
AntiGridDeregulation/PoliticalActionAds	"We need all Patriots to help us Restore Virginia.  

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, August 14, 2021 in Norfolk , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.
If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, August 14, 2021 in Norfolk , VA. We’ll even throw in lunch."
CleanEnergyGoals	"New regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

While this is unwelcome news for SunSolar Solutions, and homeowners, there’s still time for most Arizona homeowners to receive their solar estimates, without any hassle!

Unfortunately, information has not yet been released to the public regarding how close 85383 is to reaching its limit, and it could be reached at any time.
 
So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
CleanEnergyGoals	"""We can't keep letting fossil fuel companies abandon local communities..."" - CEJA Chief Senate Sponsor Sen. Castro. "
