theme	tweets
AntiGunBan	"Pour one out for the homie🧃after 22 seasons Arthur will officially be done. @arthur.pbs Today we honor our childhood friend💛

 #arthur #resourcedevelopment #greentecchnology #environment #memes #arthurmemes #climatechange #greendevelopment #greenenergy #green. "
AntiGunBan	"""The result is what proponents call the “most equitable” climate bill passed to date in the United States."". "
AntiWoke	"As school Treasurer Liming had a “fiduciary duty” to protect the taxpayer's money from being spent illegally by both superintendent and the school board.

It is within his power, as Treasurer of our school district, not only to say NO…but HELL NO!

Treasurer Liming, in my opinion, has failed in the execution of the duties for which he was hired."
AntiWoke	Do you know what’s going on in your kid’s school? The three R’s – reading, writing, and arithmetic – have taken a back seat to a fourth R. Max Eden, Senior Fellow at the Manhattan Institute, explains what that fourth R is, and why it’s so destructive.
ProtectEnvironment	No matter how much revenue New Mexico receives from Big Oil, it's pennies compared to what Wall Street is making off our land!
ProtectEnvironment	Amazon is just one of the 100+ businesses turning climate crisis into climate action by committing to reach net zero carbon emissions by 2040. #TheClimatePledge #ChallengeAccepted. 
CleanEnergyWorks	A turning point for ExxonMobil? Next week’s shareholder vote could be a huge step toward aligning business strategies with a decarbonizing economy.
CleanEnergyWorks	The top 20 U.S. #oilandgas companies reported $17 BILLION in profits during the third quarter of 2021 – a 67% increase over last quarter. It’s time to cut the industry's tax breaks.
ActionAgainstDemSpending	Here's where the Board of Supervisors approved phasing out oil and gas production in the county.
ActionAgainstDemSpending	It’s October home heating oil is up 35% since last year. I about feel over to see oil bill this afternoon when I came home. Congressman Jim McGovern thinks this is Build Back Bettet or Help is on the way. What a joke the average family in District 2 of Massachusetts between gas, food, home heating will spend on average $400.00 more every month. Maybe our current congressman will provide Christmas for his constituents. 
IndigenousAndBlackAdvocacy	A Conversation with the Four Living Standing Rock Sioux Tribe Chairmen. 
IndigenousAndBlackAdvocacy	Weekly video outreach with the Chairwoman. The views expressed are her own with a conservative lens. This week we talk about States' Rights.
PassBidenAct	What happens if we don't act on climate? Our current coastlines gone. More droughts, wildfires, downpours, and heat waves.
AntiOilPolitician	"In a major step forward, the EPA has announced its intention to reinstate the authority for states to set their own greenhouse gas emissions standards for cars and light trucks.

Take this important opportunity to demand cleaner cars for our families’ health."
AntiPropertyTax	"Residents of Franklin County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
