theme,tweets
AdvocateForGreenEnergy,Philly needs a bold climate leader. Tell Mayor Kenney to declare a climate emergency now!
AdvocateForGreenEnergy,"Are you a HEALTHCARE WORKER? Sign HERE if you agree we need to fight climate change! The dirty air from last year’s out-of-control wildfires has proven that climate change is a health issue.
Protecting clean air will take passionate professionals like yourself.

SIGN UP NOW to protect the health of all Coloradans!"
ClimateActionDonation,"Great news from VA! 

A new report by @UVA is offering Virginia an achievable way of decarbonizing by 2050. This plan would greatly improve public health, reduce pollution, and save VA money. It would also make VA a national and global leader in climate action. #ClimateFriday. "
ClimateActionDonation,"The frequency, severity, and cost of extreme weather events are steadily worsening and the cause is clear: man-made climate change. Sign our petition to protect our environment from climate pollution. Because we all know that inaction will make our planet more dangerous than ever."
AntiWoke,Biden is taking the drastic step of tapping the national strategic petroleum reserves in an effort to lower gas prices. How did we get to this point? Just ask sleepy Joe and his cackling cronies. https://bit.ly/3kZp8ra. 
AntiWoke,"Warning 🛑
Socialism Goes Local: Progressive Candidates Are trying to get elected in our community.

Meredith Brinegar, Kim McCarthy, and Josh Pressnell. It’s the progressive “Trifecta of socialism.”

Bad news for our community, here is why. 

Nowhere is that more obvious than our local angry radical, Kim McCarthy. Her well-documented protests, include protesting at the residence of our congressman. Refusing to stand for our great Flag and recite the Pledge of Allegiance.

With her is Meredith Brinegar from Bellbrook whose campaign appears to be copied from  McCarthy (and is an open ally of hers) and a vocal supporter.

Meredith appears all “sugar and spice and everything nice” but in reality, she is a socialist wolf in sheep’s clothing.

Brinegar spoke apologetically for being a white, heterosexual, female. Really she did! 

She has taken a page out of the national progressive playbook trying to shame people for something they have no control over.
 
Apologize for being white, is like apologizing for being black, being brown, being female, being male, being short, tall, having brown hair, red hair, all things no one has any control over but God.

She is ashamed for being white, but not ashamed of the vile actions of her fellow Yes PAC supporters over the last two years.

Brinegar was silent when yes Pac members attacked our senior citizens, telling them to move or die. No outrage from her.

She was also silent when the girl's basketball coach was exposed for his racist and sexual comments directed at the Black players. 

Where was her apology to the Seniors Citizens and girl basketball players? She was silent because the offenders were people she supported. They were her people.

Where was her outrage, her standing up and speaking out, there was none? 

If you have something to say, Binegar will not listen. She is covered up in her self shame, and progressive ideology.

And then we have Josh Pressnell. He is the face of super-rich entitlement. 

The Daddy Warbucks of this socialist tribe. 

He has led the yes PAC of hate, which has divided our community into “haves and has not's.” 

Pressnell wants to set policy for local schools, yet sends his children to expensive private schools.

When the Miami Vally school is described as expensive, they are not kidding. This school is for the rich, spoiled, and privileged, costing $24,000.00 per year, per child.

Mere pocket change for Josh Pressnell.

It is so hypocritical. 
So spoiled. So entitled.
It is what it is. 

Don't be fooled with a smile. 

These three candidates draw strength from each other. United under progressives goal of changing the values of our community. 

It is through the power of the elected offices they seek, is how they plan to implement and accomplish their shared radical goal.

Power our community should never grant them.

Across the country, socialists are coming more than ever into local elections. 

When you are focused over there worried about the Governor or Presidential races, they are over here taking over seats on school boards and town councils, and townships.

Just because they are running doesn't mean they are qualified. Nor does it mean they share your values and beliefs.

There are better choices, more qualified candidates, than this socialist trio of radicals.

Election Watch 21. "
DemocratOutreach,Rep. O'Halleran wants to strengthen America's economy with millions of good-paying clean energy jobs - to recover now and build for the future.
DemocratOutreach,"Thank you Congresswoman Lizzie Fletcher for working to create good jobs for Texans while cutting air, water and climate pollution from orphan oil and gas wells."
StopOilPollution,"Cutting down trees and burning them to produce electricity creates more climate-busting carbon pollution than coal, gas, or oil. Now Congress wants to label this a climate solution. It’s not. It’s an industry bailout. Please tell Senator Merkley to work with the Biden administration to ensure our forests aren’t used as fuel for electricity."
GreenEnergySavesMoney,"Nuclear power supports 1,200 family-sustaining clean energy jobs in Maryland.  

Join our coalition TODAY to help protect these vital clean energy jobs."
AdvocateForGreenEnergyPoliticalAction,"Sign the Petition: Congress MUST pass the People’s Response Act

Studies have shown that public safety is inextricably linked to racial and class inequalities. A holistic, inclusive, and health-centered approach to public safety is critical to ensuring the safety of communities of color, low-income communities, and disabled people. Today, “public safety” stands for criminalization, surveillance, and brutality. We need public safety to represent public health, and to center care first. 

The People’s Response Act would mean re-imagining what public safety could look like in the hands of trained professionals dedicated to meeting your particular needs in the immediate moment.

Sign the petition and help tell Congress that public safety is a priority, and to pass the People’s Response Act.

https://actionnetwork.org/petitions/sign-the-petition-congress-must-pass-the-peoples-response-act/. "
OilCreatesJobs,"Now that Democrats in the U.S. House of Representatives have passed a $3.5 trillion budget reconciliation bill, several important oil industry tax policies are on the chopping block — including intangible drilling cost deductions and percentage depletion. If these useful tax provisions get cut, the harm would be detrimental to U.S. consumers, our home state and American energy security."
GreenEnergyWorks,"President Biden’s American Jobs Plan will fix our infrastructure, create millions of good-paying jobs, and ensure safe, lead-free drinking water for all. 

Congress needs to put that plan into action NOW. Call on Congress to invest in our communities, fight climate change, and usher in an equitable 100% clean energy future!"
GreenPowerExpensive,"There's a laundry list of bad policy in the Democrats' massive spending spree, including the Clean Electricity Performance Program—a federal takeover of our nation's electricity.

Last night, I highlighted how this program would make energy more expensive, undermine our grid reliability, and make our nation even more dependent on Communist China. 

Watch ⤵️. "
