theme	tweets
AntiGunBan	"*****URGENT UPDATE*****

The gun grabbers led by Michael Bloomberg just announced they are dumping another $1.8 MILLION DOLLARS into the Virginia State Election!

https://thehill.com/homenews/campaign/572552-everytown-turning-focus-to-virginia-elections

We desperately need your help.

We are working on 7 different races to take back the House of Delegates and rip the Richmond Radicals from power.

Will you help us?

If so arm us with your donation today so we can beat these out of state anti-gun nuts!

https://donorbox.org/restore-virginia-now. "
AntiGunBan	"🚨STOP Election Censorship in Tennessee!
Take the Survey NOW! >>> https://bit.ly/3I08Vef

Have you ever posted the truth online – only to have it blocked or flagged by leftist “fact checkers?”

BIG TECH is restricting Conservative speech in Tennessee to influence our elections. Donald Trump, our likely Republican Presidential nominee in TN, has already been banned!

You can help me STOP this leftist power-grab today...

Take the TN Social Media Censorship Survey NOW!
>>> https://bit.ly/3I08Vef

We are mailing the results of this survey to each Republican representative in the Tennessee General Assembly.

It is our hope that Tennessee will follow Texas and Florida to pass legislation banning the censorship of free speech that interferes with elections.

Since Texas and Florida social media laws have already had court challenges, Tennessee is better positioned to pass legislation that will hold up under judicial scrutiny – whether it be the initial ruling or on appeal.

Listen: Social media is an essential tool in modern-day elections. If Republicans allow Democrats and leftists to control this media, we’ll be hamstrung in ALL upcoming elections.

Please take this 1-minute survey now!
>>> https://bit.ly/3I08Vef

Let’s send a clear message to Nashville: Enough is Enough.

Now is the time for Republicans to take action.

Click here to complete the survey - before the legislative session gets in full swing >>> https://bit.ly/3I08Vef

Yours in Freedom,

Brandon Lewis
Founder, The Tennessee Conservative. "
EnvironmentalConservation	Nature is healing and perfect. I want to protect it for my kids and grandkids to enjoy. It's why I believe now is the time to take action on climate change. Learn more @[100065014230744:Climate Power]. 
EnvironmentalConservation	"Colorado reps call on U.S. Environmental Protection Agency to follow their state’s lead with strong #CutMethane rules for oil and gas. 

Thank you Senator John Hickenlooper, Senator Michael Bennet – powerful EPA rules are needed to protect communities and climate. https://bit.ly/2ZNFYBw. "
SchoolBoardFinances/GasInfrastructure	"The Biden Administration’s out-of-control government spending is causing Kansans to pay more for everything from gas to groceries. 

Rising inflation is a tax on ALL Americans and a direct result of Democrat policies. 

Kansas families deserve better."
SchoolBoardFinances/GasInfrastructure	"Average Gas Price Per Gallon:
-CA: $4.16 (highest in the country)
-National: $3.04

Another gas tax will take effect July 1...
#GasIsTooDamnHigh ⛽️. "
AntiGridDeregulation/PoliticalActionAds	"We need all Patriots to help us Restore Virginia.

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, July 17th, 2021 in Lexington , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;
The Biggest Lie in Politics - and how the political class uses your convictions against you;
How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and
How to put pressure on legislators.
All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, July 17th, 2021 in Lexington , VA. We’ll even throw in lunch."
AntiGridDeregulation/PoliticalActionAds	"We need all Patriots to help us Restore Virginia.  

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, August 14, 2021 in Norfolk , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.
If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, August 14, 2021 in Norfolk , VA. We’ll even throw in lunch."
CleanEnergyGoals	"With the war in the Middle East that recently ended, rising tensions with China, and now talks of war with Russia, there is one common thread: Our nation’s weakness is our reliance on other countries that don’t have our best interests. 

We saw this when COVID hit in March of 2020 - our production of masks, tests, ventilators - all done overseas by China. When it comes to energy, Russia and the Middle East have had much control over our energy resources.

What kind of nation relies on other rival nations for our most valuable resources? One that is in a weak position. Energy security IS national security. 

In restoring our country, we must not be reliant on others for our energy. Under President Trump, we received 18,000 barrels of oil a day, while under Biden we are receiving over 12 times that amount! As a result, we’ve seen gas and energy prices skyrocket across the country. This is what happens when you destroy American energy independence.

Right now, we are seeing the repercussions of Biden’s failing energy policies. Nations are becoming more reliant on Russian energy, creating instability around the world. You can see this in Germany, with their reluctance to support Ukraine. Again, energy security is national security.

But most importantly, the idea that we should send our young men and women overseas to fight for the nations that refuse to send their own is insane. Why should we fight for nations that are scared to upset their energy provider? When our allies are not energy independent, that too is a national security risk for us.

So, what’s the bottom line? To keep Americans safe, we need strong national security. To have strong national security, we need strong energy security. With us and our allies relying on opposing nations for energy, we are putting Americans last, and our enemies first.

In running for Congress, becoming an energy-independent nation is something that we will continue fighting for. America does not need to fight another endless war over energy, we’ve already shed too much blood."
CleanEnergyGoals	Reliable, American-made energy that doesn't break the bank. Like our page to support nuclear carbon-free energy in Alaska.
BellbrookSugarcreekConservativeElections	"Warning to all Parents: School board President, David Carpenter, we have been warned, is collecting names, and making a list of ""individuals he deems dangerous.""

Carpenter plans on sending it to the DOJ and law enforcement agencies. He has done this in the past and as recently as last month.

Carpenter's newest quest for additional power comes from the National School Board Association.

The NSBA has issued a letter of warning with its narrative of trying to silence and censor Parents who disagree and protest against school board policies.

David Carpenter has a ""dark and troubling history"" of sending letters to authorities and organizations trying to get his ""political opponents"" in trouble, using the power of his elected position.

David Carpenter likes to hide in the shadows when he is throwing stones at people. David Carpenter is a vindictive angry little man drunk with the power he holds over our community.

David Carpenter is a DANGER to your FREE SPEECH. A DANGER to your rights as parents to make decisions over your children. 

David is making a list and checking it twice.

David Carpenter is making an enemies list on the taxpayers of Bellbrook-Sugarcreek and parents should be afraid of this man. 

https://www.dailymail.co.uk/news/article-10064873/Tucker-Carlson-blasts-AG-Merrick-Garland-crackdown-parents-stand-against-CRT.html. "
