theme	tweets
AntiGunBan	"""I strongly urge the commission to adopt the proposed House map, and give communities of color a chance to elect leaders that look like them, value what they value, and experience life in Pennsylvania as people of color do. Change is hard. It can feel uncomfortable, even oppressive. But legislative maps must change as population changes."" 

A powerful message from NPP executive director Kadida Natasha Kenner's recent #redistricting testimony."
AntiGunBan	"This month, we honor John Lewis’ legacy of protecting voting rights by holding a discussion on the ways in which Black and Brown voters are being targeted by suppressive state laws.

re:power, Indivisible, & Rockefeller Family Fund are coming together to discuss the impact of state legislation that has been passed to date, uplift short and long-term strategies that are working, focus on the plan to counteract these laws, and strategize ways to fight back against the next wave of attempts to silence BIPOC communities.

Join us on Zoom by registering here (https://us02web.zoom.us/webinar/register/2016261232638/WN_HCCk5S0LRXqoSEHxZpv-Vg) or right here on Facebook for the livestreamed event!"
AntiWoke	"""Political persecution: In political conflict, this strongly increases the likelihood of state repression. 

States so often engage in repressive behaviors in times of civil conflict that the relationship between these two phenomena has been termed the ""Law of Coercive Responsiveness"". 

When their authority or legitimacy is threatened, regimes respond by overtly or covertly suppressing dissidents to eliminate the behavioral threat. State repression subsequently affects dissident mobilization, though the direction of this effect is still an open question. 

Replace ""States"" with ""School Boards"" and you will understand how a biased Police Chief ginned up charges, for political purposes, in order to arrest the school district's most vocal and successful opposition leader. 

Click on this link: Https://Stafford.ohiostandyourground.com

Watch the videos and listen to the truth, in their own words of how this ""conspiracy to arrest"" was manufactured by the Police officers and Detective involved, including the Police Chief.

It is the opinion of some, that this ""political prosecution,"" coming from this Police Chief, is all about keeping me from running for school board in November. There is talk he is doing the dirty work of those within the power structure of our school district.

The BIG question: Is this the ""FOP member"" the School Board Attorney, Tabitha Justice, threatened to use in her letter to me? 

Does this explain why the Sugarcreek Police Department and the Greene County Prosecutors have refused to do anything about the actual assault, attempted assaults, threats of violence, harassment, and targeted cyberattacks against me, my family, and my business by the Vote yes Pac members?"
AntiWoke	"Melissa Dodds, Bellbrook city manager, does not pay taxes in our community but wants to tax the homes we live in. Dodds does not care about the Senior Citizens or families who are struggling to pay bills or put food on the table. Dodds only cares about her own career advancement grand plans. 

She is self-centered, selfish, and willing to do anything, bend any rule, in her climb to the top, not caring about those in our community who are barely making it and crushed in the process.

Dodds has been a member of the CULT of yes Pac supporters from the first meeting held illegally at the offices of Doug Cozad on school property. I have the email proving and showing Dodds attending multiple yes Pac meetings in her ""official capacity as Bellbrook City Manager.

Why is the Bellbrook City Manager, who does not pay property taxes directly involved in the yes Pac and its planning?

From the first levy election in 2019, in which Dodds had VOTE NO signs removed but left yes sign up, she has used her position of power to target and harass those she viewed as the political enemies of Doug Cozad and the school board.

Melissa Dodds asks Doug Cozad to break the rules in one email and allow her child to attend Bellbrook schools as a favor. Ethically, this not only crossed the line but is an actionable offense, and the City Council should have taken action for it. But City Council did nothing.

Melissa Dodd has a troubling pattern of behavior of using the police powers of the City of Bellbrook against her political enemies. In emails we have received from our public records requests, proves without question, Melissa Dodds and a school employee, Annastacia Toaha Shupe, discussed ways in which they could have me arrested during the Sugar Maple Festival. I have been advised, through our sources, Doug Cozad and Melissa Dodds, discussed this very topic multiple times and planned to use Shupe to do their dirty political work for them. 

The City Council was made aware of this and yet, did nothing once again.

Melissa Dodds's questionable and unethical behavior of using law enforcement as a political weapon against me is very similar to the harassment and threats to arrest by the police, Melissa Dodds, against Greg Dart.

Greg Dart, a successful Bellbrook contractor,  owns several buildings in downtown Bellbrook that Melissa Dodds felt were key to her overall plans to develop Downtown Bellbrook.

Melissa Dodds embarked on a campaign, along with City Council member Ernie Havens, to use the Zoning department to force Dart, through fines and threats to arrest, into selling his downtown building Dodds felt were critical to her downtown development.

Things escalated further when Dodds had the police attempt to arrest Dart because he temporarily moved a  bike rack in front of his building to do repairs. Repairs that Melissa Dodds forced Dart to make.

On May 4th, VOTE NO and help stop this ""Cult of yes Pac haters."" 

Help stop Mellisa Dodds and her abuse of power.

VOTE NO for the 4th time and send a clear message to Bellbrook City Manager Melissa Dodds, who has been acting on behalf of Doug Cozad, using her Police and Zoning Departments as a political weapon against those who disagree with them.

NO MEANS NO!"
ProtectEnvironment	The New York Times banned tobacco ads in 1999 to protect its readers' health. 22 years later, it's still making ads for the companies fueling the climate crisis. Sign this petition to tell them they need to stop!
ProtectEnvironment	FACT: We can change the disproportionate impacts of climate change with the #BuildBackBetterAct. Read more about Columba's story with Moms Clean Air Force:. 
CleanEnergyWorks	"Have you heard of beneficial electrification? The application of electricity to end-uses that would otherwise consume fossil fuels, where doing so satisfies at least one of following conditions, without adversely affecting the others:

💡 save consumers money 
💡 improve product quality, or consumer quality of life
💡 reduce [GHG] emissions 
💡 foster a more resilient grid

Learn more about how this can benefit you on our website!"
CleanEnergyWorks	The cost of inaction in Springfield is too high. These four at-risk plants provide 2/3 of Illinois’ clean energy and support 28,000 direct and indirect jobs.
ActionAgainstDemSpending	President Biden’s plan would make our country less secure and more dependent on foreign energy by increasing taxes on the natural gas and oil industry. Learn about Trey’s efforts to combat the war on energy by signing up for his newsletter.
ActionAgainstDemSpending	"Tell Biden gas prices are TOO HIGH! 
Since Joe Biden took office, gas prices have SKYROCKETED, and we have had ENOUGH. 
Sign our letter by MIDNIGHT TONIGHT to tell Biden you’re sick of paying a premium at the pump!"
