theme	tweets
AntiGunBan	"""As a former executive assistant to both Democratic and Republican mayors, the issue around Hydro Quebec is not partisan for me. Rather it is about the environment.” Vote NO on Questions 1."
AntiGunBan	"𝐃𝐨𝐧𝐚𝐭𝐞 𝐭𝐨 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐭𝐡𝐞 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐢𝐜 𝐒𝐞𝐧𝐚𝐭𝐞 𝐌𝐚𝐣𝐨𝐫𝐢𝐭𝐲:
Polling shows this race to defeat Republican Marco Rubio might be our best shot at flipping a seat.
Do you want Mitch McConnell to regain even more power? Take action right now to keep Republicans out of the majority."
AntiWoke	"Breaking News: Bellbrook Swim Coaches wife loses her mind
Meredith Bringner should never hold public office. Watch happens when I start asking Bringner the questions Votes want to know about her, the other candidates she supports, and comments she has made in the past two years about Vote No supporters and myself.

When the questions get too tough, Bringner supporters, in a planned response, start interrupting me, until Mrs. Johnson, flips me off, cusses at me, physically tries to take my phone, hits my hand, and tries to attack me. (It starts at 4:28 on the video)

Could you imagine if I was the one doing this? They would be going crazy.

Both Johnson’s have a history of doing this to me at public events. These people are who you never want in charge of anything.

Did Meredith try and stop Mrs.Johnson? NO.
Did she say anything after Rob Johnson had to drag his crazy out-of-control wife away? No.

The reason is the Johnson’s and the others there trying to stop me were, HER PEOPLE. Her radical supporters.

This was all planned.

Meredith Bringner is the opposite of what has made our community great. She is a radical progressive who will use the power of her office to change Bellbrook into her “woke world view.”

https://youtu.be/wlJnCQhZha0. "
AntiWoke	"""if trouble must come, let it come in my time so that my children can live in peace.""

The time is now for parents to stand up for their God-given rights as American Citizens. No one ever agreed to  ""Co-Parent with this Government or our power-hungry, School board President David Carpenter,  or with our arrogant Million-Dollar Superintendent Doug  Cozad.

When was the teachers union appointed to be put in charge of overseeing/dictating to parents what to was best for their children's health?

Every Parent needs to heed the call to action.

Election Watch 21."
ProtectEnvironment	Fracking uses BILLIONS of gallons of drinking water every year in New Mexico. Click here to learn more. #ProtectWater #NMpol. 
ProtectEnvironment	Climate change can feel like an insurmountable problem. @[100065014230744:Climate Power] taught me we already have the tools to reduce pollution significantly and create millions of jobs in the process.
CleanEnergyWorks	"Repost @nrdc_org▫️Burning gas to power our homes and buildings is a major contributor to the climate crisis and is making us sick. According to a new study from Harvard University, natural gas emissions—including those from buildings—were responsible for more premature deaths in 2017 than emissions from coal in 19 states. 

Cutting annual emissions of methane gas (aka natural gas) by 45% could potentially prevent about 250,000 deaths a year worldwide from pollution-triggered health problems. 

Since buildings are responsible for *one third* of the methane burned each year, we must focus on eliminating the use of fossil fuels for heating, cooking, and power and replace gas appliances with cleaner alternatives that use electricity. 

This is possible today and states across the country are taking steps to advance an equitable transition to fossil-fuel free buildings. 
⚡️Follow the link in bio to learn more! 

#GoElectric #GasFreeBuildings #HealthyHomes #HealthyBuildings #ClimateAction. "
CleanEnergyWorks	The efficient transportation provided by pipeline projects like Wink to Webster will help keep Permian oil prices competitive on the world market. Another of the hidden benefits of our underground infrastructure.
ActionAgainstDemSpending	Since 2015, the oil and natural gas industry has supported over 200,000 jobs right here in Colorado. These jobs strengthen our communities, our futures, and make Colorado more prosperous. Learn more: https://cred.org/tomorrow. 
ActionAgainstDemSpending	"Winter weather is right around the corner, and if we've learned anything from our most recent ice storms, it's that Americans need stable natural gas to heat their homes. #EnergyForAll

Unfortunately, left-leaning lawmakers in D.C. want to emulate the nations of Europe that have sworn off fossil fuels despite the damaging economic impacts and trauma felt by those living at or below the poverty line. Increased heating costs pose a real threat for struggling families, and this temporary price inflation could become permanent if those in control of Congress have their way. 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/2Z1gXlR. "
IndigenousAndBlackAdvocacy	"The giving of buffalo hides and robes traditionally represented love, peace and respect; however, when buffalo were exterminated the art of star quilts began. Star quilts feature the morning star which is found in the direction from which spirits travel to earth and is a link between the living and the dead. We chose to include this design on our Iyoha.co merchandise, as a recognition and acknowledgement of our Anpetu Wi, 'Morning Light' wind farm project. 

Learn more: https://iyoha.co/. "
PassBidenAct	"💯💯💯
“President Joe Biden recently called climate change the existential crisis of our time. He’s right. Now let’s act like it.”

Please join MCV in calling on Maine's federal delegation to invest in bold climate solutions, grow clean energy jobs, and make sure communities are not left behind in this transition. TAKE ACTION HERE >>  bit.ly/3hrLJd3. "
AntiOilPolitician	Boston may have just taken one of the biggest steps of any major city in the country toward reducing its greenhouse gas emissions. Learn more:. 
AntiPropertyTax	"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. "
ProUSOilIndustry	"President Biden urges OPEC to raise output, and the American oil industry is not pleased. ""You'd think the first place you would go would be American producers, rather than OPEC, which literally held this country hostage for decades because they were our top supplier,"" API President Mike Sommers told CNN Business.

https://www.cnn.com/2021/08/13/business/gas-prices-biden-opec/index.html. "
ProtectRivers	Your legislator, Representative Kerry TIpper, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
TPUSAAd	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Dr. Fauci funding experiments on live puppies, details about Alec Baldwin’s on set shooting, racial audits within Citigroup bank and more! 

The TPUSA LIVE team is joined by host, Jon Root, and special guests Adrienne Ferguson, Savannah Craven, Dr. Sean Oschenbein, and Dylan Lindberg who will talk about first responders, Kyrie Irving, #BeagleGate and more!

Freedom Papers host Morgan Zegers sits down with Congressman Gosar as they discuss Federalist 29, issues of state militias, standing armies, and more!

We will wrap up the show with POPlitics with Alex Clark as she dives into the Alec Baldwin shooting, potty mouth politics, Ricky Gervais slamming woke culture AGAIN, and more!"
EVCharging	As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 
OilTheft	"Our driver also reported another #oiltheft on August 20, at Two Brothers Pizza in Laurys Station, PA, where this Buffalo Biodiesel vat had been broken into and robbed, the lock and lockbar torn out. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel—instead, it’s being targeted by organized crime rings across state lines. Please report any relevant information to PA State Police and help us stop these criminals. 
WFMZ lehighvalleylive.com The Morning Call The West End Reporter Pocono Record Times News Lehighton The Valley Ledger. "
pro-2A	Will you chip in $25 to support re:power alumni like, Baltimore City Council Member Kristerfer Burnett? Re:power’s Progressive Governance Academy gives progressive elected officials space to develop and develop leadership and governance skills.
donations for climate change	Scientists say climate change has caused the Northeast to become the fastest-warming region in America.
solar energy	"Wondering why our electrical bills have gone up? It isn't because of delivery aka CMP, or Versant. It is the increase in cost associated with natural gas. 

""In Maine, electric utilities are not allowed to also generate power. That was a result of deregulation in the late 1990s. Most electric bills come from CMP or Versant, but only half of the monthly payment is for those companies that deliver the power. The rest goes to whichever company the customer has chosen to supply their electricity. For most people, it’s the standard offer, negotiated annually by the PUC.""

https://www.newscentermaine.com/article/money/business/most-mainers-face-big-electric-bill-hikes-next-year-power-money-increase-wallet/97-8d9b87e5-b7bc-470c-92c1-23428458be7d. "
advocating for city level politics	The Iowa public school system has MANDATED Critical Race Theory and Dennis reviews a shocking document that the state’s teachers are forced to use. Watch the full episode at PrageU.com. 
political activism to oppose climate change	"On July 20, our driver also reported #oiltheft at Kelley's Creamery in in Dover Plains, NY, where this Buffalo Biodiesel vat had been broken into and robbed—one of two #oilthefts in Dover Plains that same day. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel, but organized crime groups are intentionally targeting our ""Ma and Pa"" suppliers across state lines. Please report any information to New York State Police  and help us stop this rising wave of rampant oil theft.
Poughkeepsie Journal  Poughkeepsie Journal Media Daily Freeman  News 12 Hudson Valley  Spectrum News 1 Hudson Valley  ABC7NY  CBS New York Organized Crime and Corruption Reporting Project The New York Times New York Post. "
criticism of liberal tax policy	Safe, responsible oil and natural gas production helps teachers like Ashley do what they do best: help New Mexico students learn.
indigenous climate justice	"Crisis at the Border: Immigration Policy Failures

As conditions at the southern U.S. border continue to deteriorate, the Biden administration is making excuses instead of acting decisively. What can be done to stem the tide of illegal immigration? We’ll discuss real solutions—including building more border wall using stimulus funds.

Speakers

Kevin Roberts, Ph.D. (Moderator) – Executive Director, Texas Public Policy Foundation
John Zadrozny (Panelist) – Senior Fellow, Rule of Law Defense Fund
Alfonso Aguilar (Panelist) – Executive Director, Latino Partnership for Conservative Principles
The Honorable John Hostettler (Panelist) – Vice President of Federal Affairs, States Trust, Texas Public Policy Foundation. "
promoting legislation against climate change	HAPPENING NOW - Congress is debating critical investments in climate, and clean energy priorities are in jeopardy. This is our chance to get off fossil fuels and move to a 100% clean energy economy. Sign our petition now to urge your member of Congress to stay strong on bold climate investments!
pros of wind and solar energy	“Because we actively listen to our customers and are focused on understanding their needs, we know that receiving great service at a great value is at the top of their list, and we work hard to meet and exceed their needs every day — no matter the weather.” Learn how Spire works to provide customers with the energy they need 24/7/365. #FuelingOurCommunities. 
criticism for disfavoring US ONG production	"""I think the reason we’re seeing the Permian produce so much is you get your best rate of return for drilling here in the Permian versus in the Dakotas, Eagle Ford, offshore, Gulf of Mexico,"" Edwards said.

https://www.newswest9.com/article/news/local/record-oil-production-december/513-98ba0de5-b5be-43f9-992c-b678ddcb65c4. "
kudos for confronting ONG emissions	"Wait, what is methane? Routine... huh? 

Learn about methane emissions and how regulation can help curb them."
topic 15	"Renewable energy leads to more jobs for New Mexico’s residents and a stronger economy. Clean energy provides almost triple the amount of jobs that fossil fuel extraction and generation supplies. Check it out:
https://e2.org/reports/clean-jobs-america-2021/. "
access to water and promoting renewable energy	Your legislator, Representative Dylan Roberts, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
discussing problems with school board	"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
promoting news and oped program	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the crisis going on at the Texas border.

At 5:30 PM ET / 2:30 PM PT the TPUSA LIVE team talks about the “Missing White Girl Syndrome”, the Immigration crisis, and all the wacky things we’ve found on social media this week. 

On The Frontlines host Isabel Brown sits down with Olivia Sandor about vaccination mandates at BYU Hawaii and watch SMASH with MAGA Hulk, Stephen Davis as he annihilates The Left’s crazy rhetoric. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the latest findings of the Gabby Petito case and more."
BidenPolicies	"Longtime Alaska oil industry attorney and analyst Brad Keithley said he believes the agency and company may have taken the more expeditious route to keep moving Willow forward by not appealing. That’s particularly true if the Biden administration still backs the project, he added.

“If (the Biden administration) wants to make this work, I think they can pull together the supplemental EIS in the short-term. If they view this as an opportunity to shut down development in the Arctic or set a precedent that’s going to apply to other projects — ANWR and elsewhere — then I think that’s what is going to lengthen it out,” Keithley said."
SaveEnvironment	U.S. school facilities emit about 72 MILLION metric tons of carbon pollution every year. If every parent made this pledge 👇, we could help protect your kids' future.
AntiLiberalElectionCandidates	"For months, countless Republicans and Democrats have been calling for Andrew Cuomo's resignation - except for the conspicuous absence of any courage from Donna Lupardo and Jason Garnar, who have refused to call out Cuomo for his countless misdeeds.

Today the Attorney General's Office released its report clearly showing a pattern of abuse of power by Cuomo to sexually harrass and intimidate women. It is crystal clear that Cuomo is not fit for office, and any elected official that doesn't see that needs a new line of work."
