theme,tweets
GoBold,"⏰  It's time to invest in ourselves, build an equitable clean energy future, and create millions of good-paying jobs across the country."
GoBold,It's time to take back the fate of our planet from fossil fuel corporations. Stop CO2 emissions at the source while creating the systemic change we desperately need to quell the climate crisis.
DemandClimateActionFromLeaders,"We’re past the point of half measures. We don’t have time for empty words. The climate crisis is here, and Congress MUST act. 📣

We need real climate action for a rapid, just transition off fossil fuels. That means investments in clean energy, ⚡️ a climate bank to drive funding 💰, a national Clean Energy Standard 💪, and more. These are proven, practical, popular policies that Congress can enact today — but they need to hear from us. 

Tell Congress: THIS is the moment for bold, transformative action. And we don’t have a second to lose 👉 bit.ly/no-climate-no-deal. "
DemandClimateActionFromLeaders,Tell Lisa Murkowski we need bold climate action NOW: https://akcenter.org/climate-now/. 
PublicLandExploitation,"Opening up the Arctic National Wildlife Refuge to the dirty fossil fuel industry would irreparably harm the region’s Indigenous peoples, imperil wildlife, and accelerate the devastating impacts of climate change.

President Biden has suspended industrialization of the Arctic Refuge for now -- but we need to ensure that this spectacular wild place is off-limits to Big Oil forever. Right now, that suspension is the ONLY thing standing between this land and the ravages of the fossil fuel industry. That's why we're calling on Congress to permanently protect the Arctic -- will you add your name?"
PublicLandExploitation,ACTION ALERT: Support energy production on federally owned land & waters. Unnecessary new bans could cut nearly 1 MILLION JOBS by 2022.
BellbrookWokeRadicals,"The Patriot Republicans of Bellbrook-Sugarcreek need to get out and VOTE.
If you stay home, and do not Vote,  these “radical progressive Democrats” will get elected.

This November the Patriots of Bellbrook-Sugarcreek will decide what kind of a Government will hold power in our community.

Will you vote for candidates who believe in GOD, Family, and Country, and hold dear the same values you cherish as an American Citizen. 

Candidates we recommend:

Sugarcreek Township Trustee:
*Fred Cramer
*Marvin Moeller

Bellbrook City Council:
*Kathy Cypher
*Brady Harding
*Forest Greenwood

Bellbrook School Board
*Mike Kinsey
*Heidi Anderson
*Audra Dorn
*Kevin Price

The WOKE Progressive Candidates Election 21 does NOT RECOMMEND ARE:
SugarCreek Trustee:
*Kim McCarthy - Radical Socialist-refuses to stand for our Flag, High Tax supporter, wants to force her world view on the community
*Bob Baird- Bad decisions as Bellbrook Mayor, High Tax supporter, questionable character flaws

Bellbrook City Council:
*Meredith Brinegar- Radical  Socialist, Woke values, High Tax supporter, wants to bring in more low income section-8 housing, can not be trusted, should never sit in a position of power

Bellbrook School Board
*Josh Pressnell- To radical, WOKE values, sends his kid to school somewhere else, High Tax supporter
*Sara Williamson-To radical, WOKE values, High Tax supporter, Not qualified, bad temperament
*Katherine Kipling, to radical, WOKE values, High tax supporter tax
**NOTE: these are the 3-radical, ""woke"" candidates are who the Bellbrook Teachers Union wants to be elected, in order to control the school board.

Election Watch 21. "
BellbrookWokeRadicals,"Power Crazed Dems Like Stacey Abrams Are Hurting Our Kids! 
 
Help Republican Governors Fight Back Right Now >>>. "
ClimateEmergency,"Extreme weather events like floods, fires and droughts will only worsen until we transition away from fossil fuels.
 
That’s why a new global fossil fuel-free treaty is so critical.
 
Add your voice and we can stop fossil fuel expansion, phase out existing fossil fuels and ensure a just transition for all to clean energy that doesn’t destroy our planet."
ClimateEmergency,"By Feb. 14, tell Gov. Whitmer to implement a climate plan that prioritizes: 

🧼 Clean & renewable energy 
🔌 Carbon-free power 
👷Retired coal plants
🏭#FossilFree buildings
⚖️ Environmental justice. "
GreenEnergyCreatesJobs,"Support affordable, reliable co-op electricity.  Your energy future depends on it."
GreenEnergyCreatesJobs,"Google, Microsoft and Intel are three of the biggest green power users in the United States. As more and more companies seek our #renewableenergy options, our local communities also benefit. https://bit.ly/3sG0qhT. "
RestoreVirginia,"Anti-science politicians don’t believe climate change is responsible for extreme fires, floods, and tornadoes across the nation — but we do. Donate today to fight against future climate disasters."
RestoreVirginia,"Thank Senator Wyden for supporting smart, practical, bipartisan policies that promote conservation by helping reduce carbon emissions. The Growing Climate Solutions Act is the first step toward rewarding farmers, ranchers, and foresters for protecting birds and all wildlife for future generations. Sign up today to show your support!"
AbandonedWells,"Fossil fuel companies that oppose the Clean Energy Corridor often spread misinformation about the project..... and now they're claiming hydropower is dirtier than coal!!

Read how Maine experts easily debunk this myth!"
AntiFossilFuelInfrastructure,"Struggling communities need help, but no one is listening. Drastic proposals are being pushed in Sacramento to shut down existing oil and gas production, putting tens of thousands out of work and forcing the state to import even more oil."
VirginiaConservatives,"We’ve never had an opportunity like this. This is our moment – to change everything. We cannot let it pass without taking urgent climate action.  

Learn more in our latest free download 👉 bit.ly/Get-There-Together."
CelebrateBuildBackBetter,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Newman, for putting Illinois' working families first by voting to create clean energy jobs right here and take on climate change right now."
GreenEnergyIsCostEffective,"In recent years, the price of utility-size renewable energy has fallen and is approximately $10 cheaper per megawatt-hour than the next cheapest fossil fuel option. The exciting part is that renewable technology is expected to continue getting more efficient."
TellRepToNotRaiseOilGasTaxes,"Inflation is already skyrocketing, and now Sen. Hickenlooper wants to put our economy, national security, and environmental progress at risk? There are hundreds of thousands of jobs at risk in Colorado alone, and a natural gas tax will be ineffective against the important issue of methane emissions. Call Sen. Hickenlooper NOW at (303) 244-1628!"
GreenEnergyCapacity,"“The economic benefits attributed to New Mexico from the transmission and renewable additions are substantial. For example, in the next dozen years, it is expected that up to 3,700 jobs per year will exist, including both permanent and temporary construction jobs. Continuing beyond the construction period, up to 800 permanent jobs will continue to be needed to support the infrastructure developed in this period. The investments will also have cascading effects in multiple areas. A few of these benefits include: improved power system reliability, efficient electricity generation, efficient grid operations, and increased economic opportunities.” -NMRETA”. "
CleanOilAndGas,ENERGY ACTION ALERT: Don’t let your energy (and cooking) choices be limited. Sign the petition if you support natural gas!
GreenEnergySupportsCommunities,"With hydro + wind + solar + nuclear energy, we can keep the air clean and Alaska carbon-free. Like our page to learn more."
CutMethane,"To help the US meet its climate goals, federal methane rules are critical. All natural gas production needs to emit less."
CommerceCityDemocrats,"Will you chip in $25 to support re:power alumni like, Baltimore City Council Member Kristerfer Burnett? Re:power knows that organizing is the through-line connecting movement-building to winning elections."
DonationMatchingForClimate,"Instantly double your impact to protect our planet. Thanks to the Wilson Charitable Trust, all first time donors who give $35 or more will be matched $1-for$1. Please give today."
OilAndGasSupportJobs,"Oil and natural gas production benefits us all – helping save American families up to $2,500 in energy costs each year. Learn more here!"
HazardsOfWells,Millions of Californians live near a polluting oil or gas well. Nearby drilling threatens them with the possibility of oil spills and exacerbates climate change. Take action before Dec. 21 to protect communities from dangerous drilling!
